日期,證券代號,證券名稱,產業別,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
20181219,0050,元大台灣50,ETF,"4,497,460","2,646","340,689,657",75.50,75.95,75.35,75.90,+,0.6,75.85,31,75.90,253,0.00,"2,977,000",0,"2,977,000",0,0,0,0,0,0,"418,000",0,"1,000","-1,000","814,000","395,000","419,000","3,395,000"
20181220,0050,元大台灣50,ETF,"9,561,713","5,731","718,960,366",75.00,75.55,75.00,75.05,-,0.85,75.05,43,75.10,6,0.00,"18,999","5,473,000","-5,454,001",0,0,0,0,0,0,"-1,459,000","102,000","2,000","100,000","665,000","2,224,000","-1,559,000","-6,913,001"
20181221,0050,元大台灣50,ETF,"8,481,143","2,776","634,702,156",74.95,75.25,74.45,75.20,+,0.15,75.15,18,75.20,192,0.00,"138,000","3,133,400","-2,995,400",0,0,0,0,0,0,"-3,032,000","13,000","28,000","-15,000","494,000","3,511,000","-3,017,000","-6,027,400"
20181224,0050,元大台灣50,ETF,"5,952,329","4,513","444,475,204",74.85,75.00,74.55,74.70,-,0.15,74.65,60,74.70,117,0.00,"3,000","4,731,000","-4,728,000",0,0,0,0,"10,000","-10,000","23,000",0,"2,000","-2,000","107,000","82,000","25,000","-4,715,000"
20181225,0050,元大台灣50,ETF,"12,071,254","5,738","888,095,346",74.15,74.15,73.30,73.75,-,0.95,73.75,118,73.80,17,0.00,"16,000","8,479,000","-8,463,000",0,0,0,0,"68,000","-68,000","-1,616,000","10,000","10,000",0,"135,000","1,751,000","-1,616,000","-10,147,000"
20181226,0050,元大台灣50,ETF,"8,919,969","3,788","658,916,682",74.00,74.30,73.50,73.55,-,0.2,73.55,31,73.60,56,0.00,"361,000","6,896,000","-6,535,000",0,0,0,0,0,0,"-19,000","20,000",0,"20,000","569,000","608,000","-39,000","-6,554,000"
20181227,0050,元大台灣50,ETF,"9,615,359","5,522","719,358,543",74.80,75.15,74.50,75.05,+,1.5,75.00,16,75.05,84,0.00,0,"2,955,400","-2,955,400",0,0,0,"1,153,000",0,"1,153,000","2,033,000",0,0,0,"2,946,000","913,000","2,033,000","230,600"
20181228,0050,元大台灣50,ETF,"4,629,875","2,008","348,222,242",75.10,75.50,74.85,75.50,+,0.45,75.50,714,75.55,156,0.00,"90,000","1,400","88,600",0,0,0,0,0,0,"1,368,000","512,000","44,000","468,000","1,499,000","599,000","900,000","1,456,600"
20190102,0050,元大台灣50,ETF,"8,532,073","4,102","636,107,101",75.85,75.90,73.95,74.05,-,1.45,74.05,12,74.10,6,0.00,"245,000","4,535,000","-4,290,000",0,0,0,0,0,0,"-1,391,000","291,000","125,000","166,000","384,000","1,941,000","-1,557,000","-5,681,000"
20190103,0050,元大台灣50,ETF,"13,347,147","5,208","981,181,870",73.80,74.00,73.25,73.35,-,0.7,73.35,129,73.40,6,0.00,"105,000","7,525,000","-7,420,000",0,0,0,"300,000",0,"300,000","-2,434,000",0,"524,000","-524,000","1,664,000","3,574,000","-1,910,000","-9,554,000"
20190104,0050,元大台灣50,ETF,"21,292,465","8,826","1,540,084,560",72.80,72.80,72.00,72.20,-,1.15,72.15,31,72.20,462,0.00,"65,000","10,810,000","-10,745,000",0,0,0,0,"10,000","-10,000","-2,988,000","569,000",0,"569,000","3,885,000","7,442,000","-3,557,000","-13,743,000"
20190107,0050,元大台灣50,ETF,"14,605,638","4,891","1,077,319,115",73.55,74.05,73.25,73.95,+,1.75,73.90,487,73.95,36,0.00,"141,000","942,000","-801,000",0,0,0,0,0,0,"-3,625,000","257,000","310,000","-53,000","2,390,000","5,962,000","-3,572,000","-4,426,000"
20190108,0050,元大台灣50,ETF,"11,006,700","2,869","811,364,720",74.15,74.15,73.55,73.65,-,0.3,73.65,13,73.70,8,0.00,"5,000","6,521,000","-6,516,000",0,0,0,0,0,0,"331,000","930,000","160,000","770,000","2,172,000","2,611,000","-439,000","-6,185,000"
20190109,0050,元大台灣50,ETF,"11,430,523","5,277","855,269,355",73.95,75.15,73.95,75.00,+,1.35,74.95,19,75.00,156,0.00,"1,101,000","774,000","327,000",0,0,0,0,0,0,"6,177,000","604,000","102,000","502,000","5,994,000","319,000","5,675,000","6,504,000"
20190110,0050,元大台灣50,ETF,"2,823,283","1,231","210,937,625",74.80,74.90,74.50,74.80,-,0.2,74.80,47,74.85,878,0.00,"65,000","247,000","-182,000",0,0,0,0,0,0,"400,000","1,000","25,000","-24,000","887,000","463,000","424,000","218,000"
20190111,0050,元大台灣50,ETF,"10,362,915","3,660","782,200,792",75.30,75.75,75.15,75.50,+,0.7,75.50,928,75.55,213,0.00,"4,617,050","128,000","4,489,050",0,0,0,0,0,0,"3,648,000","687,000","75,000","612,000","3,890,000","854,000","3,036,000","8,137,050"
20190114,0050,元大台灣50,ETF,"5,298,405","2,018","397,504,723",75.45,75.45,74.75,75.00,-,0.5,74.95,10,75.00,"4,350",0.00,"1,951,000","718,000","1,233,000",0,0,0,0,"3,000","-3,000","85,000","35,000","141,000","-106,000","889,000","698,000","191,000","1,315,000"
20190115,0050,元大台灣50,ETF,"11,836,450","5,250","894,286,699",75.05,75.80,75.05,75.65,+,0.65,75.60,492,75.65,1,0.00,"3,016,000","754,000","2,262,000",0,0,0,0,"1,200,000","-1,200,000","4,527,000","2,672,000","110,000","2,562,000","2,634,000","669,000","1,965,000","5,589,000"
20190116,0050,元大台灣50,ETF,"15,342,503","5,360","1,159,613,447",75.65,75.70,75.35,75.55,-,0.1,75.50,52,75.55,861,0.00,"8,458,000","2,185,000","6,273,000",0,0,0,"52,000",0,"52,000","-1,070,000","2,792,000","730,000","2,062,000","1,730,000","4,862,000","-3,132,000","5,255,000"
20190117,0050,元大台灣50,ETF,"10,020,739","3,137","756,877,394",75.60,75.90,75.15,75.55, ,0.0,75.55,7,75.60,55,0.00,"476,000","247,000","229,000",0,0,0,"25,000",0,"25,000","4,500,000","1,872,000","200,000","1,672,000","3,993,000","1,165,000","2,828,000","4,754,000"
20190118,0050,元大台灣50,ETF,"8,293,491","5,013","629,378,860",75.75,76.10,75.40,75.95,+,0.4,75.95,53,76.00,39,0.00,"3,503,000","703,000","2,800,000",0,0,0,"19,000",0,"19,000","1,295,000","751,000","350,000","401,000","1,957,000","1,063,000","894,000","4,114,000"
20190121,0050,元大台灣50,ETF,"10,454,756","3,895","799,923,534",76.35,76.70,76.25,76.50,+,0.55,76.50,238,76.55,"1,004",0.00,"3,315,999","1,543,000","1,772,999",0,0,0,"10,000",0,"10,000","1,730,000","1,103,000","786,000","317,000","2,417,000","1,004,000","1,413,000","3,512,999"
20190122,0050,元大台灣50,ETF,"8,838,931","4,742","653,814,320",74.40,74.40,73.80,74.05,X,0.0,74.00,176,74.05,8,0.00,"9,000","727,000","-718,000",0,0,0,0,"507,000","-507,000","-5,714,000","69,000","842,000","-773,000","105,000","5,046,000","-4,941,000","-6,939,000"
20190123,0050,元大台灣50,ETF,"6,407,442","3,167","472,728,408",74.00,74.00,73.65,73.70,-,0.35,73.70,36,73.75,160,0.00,"458,000","1,170,000","-712,000",0,0,0,0,"415,000","-415,000","-505,000","1,060,000","303,000","757,000","346,000","1,608,000","-1,262,000","-1,632,000"
20190124,0050,元大台灣50,ETF,"3,500,506","1,363","258,832,935",73.95,74.15,73.75,74.05,+,0.35,74.00,22,74.05,70,0.00,"252,000","673,000","-421,000",0,0,0,0,0,0,"-208,000","270,000","20,000","250,000","688,000","1,146,000","-458,000","-629,000"
20190125,0050,元大台灣50,ETF,"7,320,778","3,322","548,115,919",74.60,75.10,74.55,75.00,+,0.95,74.95,39,75.00,59,0.00,"884,000","2,000","882,000",0,0,0,0,"5,000","-5,000","4,277,000","1,557,000","123,000","1,434,000","2,895,000","52,000","2,843,000","5,154,000"
20190128,0050,元大台灣50,ETF,"3,825,143","1,795","287,814,225",75.15,75.45,75.05,75.15,+,0.15,75.10,282,75.15,6,0.00,"401,200","40,000","361,200",0,0,0,0,0,0,"337,000","606,000","346,000","260,000","910,000","833,000","77,000","698,200"
20190129,0050,元大台灣50,ETF,"4,419,790","2,251","328,663,492",74.50,74.55,74.20,74.50,-,0.65,74.45,16,74.50,285,0.00,"310,000","817,000","-507,000",0,0,0,0,"10,000","-10,000","-934,000","383,000","130,000","253,000","520,000","1,707,000","-1,187,000","-1,451,000"
20190130,0050,元大台灣50,ETF,"5,255,229","1,833","390,864,071",74.50,74.65,74.20,74.35,-,0.15,74.35,191,74.40,223,0.00,"10,000","90,000","-80,000",0,0,0,0,"20,000","-20,000","-2,186,000","796,000","669,000","127,000","520,000","2,833,000","-2,313,000","-2,286,000"
20190211,0050,元大台灣50,ETF,"6,614,900","3,137","497,844,612",75.35,75.65,74.85,75.15,+,0.8,75.10,66,75.15,454,0.00,"521,000","323,000","198,000",0,0,0,0,0,0,"3,392,000","703,000","180,000","523,000","3,284,000","415,000","2,869,000","3,590,000"
20190212,0050,元大台灣50,ETF,"6,164,150","2,980","465,816,739",75.35,75.75,75.35,75.65,+,0.5,75.65,119,75.70,115,0.00,"1,059,000","16,000","1,043,000",0,0,0,0,0,0,"2,980,000","441,000","125,000","316,000","2,946,000","282,000","2,664,000","4,023,000"
20190213,0050,元大台灣50,ETF,"4,157,700","1,837","314,193,830",75.95,75.95,75.40,75.50,-,0.15,75.50,20,75.55,55,0.00,"546,000","10,000","536,000",0,0,0,0,0,0,"244,000","20,000","391,000","-371,000","1,439,000","824,000","615,000","780,000"
20190214,0050,元大台灣50,ETF,"3,641,542","1,593","274,887,735",75.50,75.75,75.25,75.25,-,0.25,75.25,13,75.30,17,0.00,"139,000","20,000","119,000",0,0,0,0,0,0,"117,000","10,000","524,000","-514,000","1,548,000","917,000","631,000","236,000"
20190215,0050,元大台灣50,ETF,"3,516,111","1,796","264,409,753",75.30,75.60,74.90,75.05,-,0.2,75.00,410,75.05,34,0.00,"427,000","648,000","-221,000",0,0,0,0,0,0,"-61,000","120,000","707,000","-587,000","1,200,000","674,000","526,000","-282,000"
20190218,0050,元大台灣50,ETF,"6,596,163","3,143","499,575,240",75.50,75.90,75.50,75.65,+,0.6,75.65,424,75.70,16,0.00,"1,367,000","14,000","1,353,000",0,0,0,0,0,0,"3,573,000","400,000","15,000","385,000","3,250,000","62,000","3,188,000","4,926,000"
20190219,0050,元大台灣50,ETF,"2,862,069","2,168","216,303,714",75.70,75.70,75.50,75.50,-,0.15,75.50,215,75.55,4,0.00,"766,000","1,092,000","-326,000",0,0,0,0,0,0,"686,000","320,000","186,000","134,000","614,000","62,000","552,000","360,000"
20190220,0050,元大台灣50,ETF,"34,307,853","9,607","2,619,961,938",75.90,76.50,75.90,76.35,+,0.85,76.35,83,76.40,131,0.00,"23,842,999","3,278,000","20,564,999",0,0,0,0,0,0,"5,067,000","1,679,000","1,376,000","303,000","6,565,000","1,801,000","4,764,000","25,631,999"
20190221,0050,元大台灣50,ETF,"18,664,815","4,467","1,433,791,393",76.40,77.10,76.40,77.10,+,0.75,77.05,539,77.10,201,0.00,"15,677,000","47,000","15,630,000",0,0,0,0,0,0,"-1,669,006","279,000","1,132,000","-853,000","582,994","1,399,000","-816,006","13,960,994"
20190222,0050,元大台灣50,ETF,"9,881,017","6,936","758,887,009",76.95,76.95,76.50,76.95,-,0.15,76.95,585,77.00,314,0.00,"6,110,000","16,000","6,094,000",0,0,0,0,0,0,"1,978,000","151,000","75,000","76,000","2,344,000","442,000","1,902,000","8,072,000"
20190225,0050,元大台灣50,ETF,"19,365,354","4,458","1,501,862,131",77.35,77.75,77.30,77.50,+,0.55,77.50,"1,565",77.55,39,0.00,"14,679,000","57,000","14,622,000",0,0,0,"500,000",0,"500,000","-188,000","164,000","793,000","-629,000","1,769,000","1,328,000","441,000","14,934,000"
20190226,0050,元大台灣50,ETF,"15,903,051","5,707","1,234,156,605",77.65,77.80,77.30,77.70,+,0.2,77.65,5,77.70,"1,347",0.00,"12,216,500","439,000","11,777,500",0,0,0,0,"106,000","-106,000","797,000","474,000","40,000","434,000","1,074,000","711,000","363,000","12,468,500"
20190227,0050,元大台灣50,ETF,"12,907,489","3,460","1,000,792,293",77.70,77.70,77.35,77.65,-,0.05,77.65,116,77.70,"2,022",0.00,"11,388,000","1,691,000","9,697,000",0,0,0,0,0,0,"-748,000","244,000","710,000","-466,000","263,000","545,000","-282,000","8,949,000"
20190304,0050,元大台灣50,ETF,"8,469,570","4,887","652,787,218",77.55,77.55,76.70,76.95,-,0.7,76.95,53,77.00,377,0.00,"4,591,000","4,575,000","16,000",0,0,0,0,0,0,"-965,950","40,000","296,000","-256,000","994,000","1,703,950","-709,950","-949,950"
20190305,0050,元大台灣50,ETF,"9,400,493","2,830","720,525,122",76.60,76.90,76.45,76.75,-,0.2,76.70,5,76.75,935,0.00,"6,561,000","315,000","6,246,000",0,0,0,0,0,0,"373,317",0,"471,000","-471,000","1,130,000","285,683","844,317","6,619,317"
20190306,0050,元大台灣50,ETF,"19,579,792","3,193","1,505,450,934",76.85,77.05,76.75,76.95,+,0.2,76.90,7,76.95,54,0.00,"16,467,000","64,000","16,403,000",0,0,0,"70,000","500,000","-430,000","-3,041,000",0,"3,781,000","-3,781,000","1,446,000","706,000","740,000","12,932,000"
20190307,0050,元大台灣50,ETF,"18,239,770","1,946","1,399,918,017",76.90,77.05,76.60,76.65,-,0.3,76.65,527,76.70,430,0.00,"11,916,000","326,000","11,590,000",0,0,0,0,0,0,"2,271,000","10,000","125,000","-115,000","4,594,000","2,208,000","2,386,000","13,861,000"
20190308,0050,元大台灣50,ETF,"9,975,200","2,853","758,523,703",76.20,76.35,75.80,76.00,-,0.65,75.95,289,76.00,366,0.00,"4,042,000","1,491,000","2,551,000",0,0,0,0,0,0,"575,000","290,000","365,000","-75,000","1,563,000","913,000","650,000","3,126,000"
20190311,0050,元大台灣50,ETF,"4,642,390","2,280","352,680,831",75.85,76.15,75.70,76.15,+,0.15,76.10,31,76.15,708,0.00,"1,146,000","330,000","816,000",0,0,0,0,0,0,"-812,932","170,000","810,000","-640,000","791,000","963,932","-172,932","3,068"
20190312,0050,元大台灣50,ETF,"13,857,468","3,796","1,070,170,012",76.85,77.45,76.80,77.25,+,1.1,77.20,21,77.25,611,0.00,"10,233,000","33,000","10,200,000",0,0,0,0,0,0,"1,413,000","782,000","23,000","759,000","1,403,000","749,000","654,000","11,613,000"
20190313,0050,元大台灣50,ETF,"10,148,529","1,763","781,685,019",77.05,77.20,76.80,77.10,-,0.15,77.10,61,77.15,40,0.00,"7,045,000","104,000","6,941,000",0,0,0,0,0,0,"284,000","12,000","375,000","-363,000","1,519,000","872,000","647,000","7,225,000"
20190314,0050,元大台灣50,ETF,"5,208,756","1,343","402,155,617",77.30,77.40,76.95,77.05,-,0.05,77.05,514,77.10,"1,049",0.00,"2,844,200","310,000","2,534,200",0,0,0,0,0,0,"-523,000","589,000",0,"589,000","346,000","1,458,000","-1,112,000","2,011,200"
20190315,0050,元大台灣50,ETF,"11,483,751","3,164","890,275,774",77.35,77.70,77.15,77.60,+,0.55,77.55,161,77.60,667,0.00,"7,121,000","63,000","7,058,000",0,0,0,0,0,0,"3,318,000","600,000","43,000","557,000","2,840,000","79,000","2,761,000","10,376,000"
20190318,0050,元大台灣50,ETF,"12,218,708","4,228","952,368,177",77.75,78.10,77.65,78.10,+,0.5,78.05,395,78.10,319,0.00,"8,820,025","163,000","8,657,025",0,0,0,0,0,0,"102,000","253,000","15,000","238,000","963,000","1,099,000","-136,000","8,759,025"
20190319,0050,元大台灣50,ETF,"8,604,296","2,634","672,547,372",78.10,78.40,77.85,78.40,+,0.3,78.35,1,78.40,913,0.00,"7,158,000","21,000","7,137,000",0,0,0,0,"39,000","-39,000","-2,052,000","328,000","70,000","258,000","169,000","2,479,000","-2,310,000","5,046,000"
20190320,0050,元大台灣50,ETF,"11,856,027","4,868","929,902,949",78.35,78.55,78.20,78.50,+,0.1,78.45,454,78.50,116,0.00,"9,838,000","457,000","9,381,000",0,0,0,0,"140,000","-140,000","-5,784,000",0,"1,750,000","-1,750,000","519,000","4,553,000","-4,034,000","3,457,000"
20190321,0050,元大台灣50,ETF,"11,341,213","3,766","894,798,086",78.80,79.15,78.65,79.15,+,0.65,79.10,15,79.15,428,0.00,"9,399,000","5,000","9,394,000",0,0,0,0,"100,000","-100,000","-287,000",0,"80,000","-80,000","817,000","1,024,000","-207,000","9,007,000"
20190322,0050,元大台灣50,ETF,"6,930,357","2,993","550,253,696",79.50,79.70,79.05,79.35,+,0.2,79.35,59,79.40,136,0.00,"4,300,000","1,000","4,299,000",0,0,0,0,0,0,"25,000","100,000","60,000","40,000","817,000","832,000","-15,000","4,324,000"
20190325,0050,元大台灣50,ETF,"7,020,756","2,790","548,329,150",78.10,78.35,78.00,78.15,-,1.2,78.15,123,78.20,496,0.00,"1,370,000","162,000","1,208,000",0,0,0,0,0,0,"-2,485,000","20,000","1,439,000","-1,419,000","1,012,000","2,078,000","-1,066,000","-1,277,000"
20190326,0050,元大台灣50,ETF,"2,700,090","1,328","212,178,105",78.50,78.70,78.40,78.65,+,0.5,78.60,385,78.65,40,0.00,"218,000","12,000","206,000",0,0,0,0,0,0,"566,000","434,000","50,000","384,000","830,000","648,000","182,000","772,000"
20190327,0050,元大台灣50,ETF,"2,555,684",959,"200,669,301",78.45,78.70,78.20,78.50,-,0.15,78.50,659,78.55,2,0.00,"919,300","447,000","472,300",0,0,0,0,0,0,"-329,000",0,"215,000","-215,000","644,000","758,000","-114,000","143,300"
20190328,0050,元大台灣50,ETF,"3,415,432",977,"267,952,933",78.30,78.60,78.15,78.50, ,0.0,78.50,12,78.55,683,0.00,"2,214,000","45,000","2,169,000",0,0,0,0,0,0,"-905,000","100,000","10,000","90,000","291,000","1,286,000","-995,000","1,264,000"
20190329,0050,元大台灣50,ETF,"5,680,484","1,629","448,318,722",78.70,79.15,78.25,79.15,+,0.65,79.15,"1,311",79.20,108,0.00,"2,364,350","1,445,000","919,350",0,0,0,0,0,0,"1,635,000","105,000",0,"105,000","2,129,000","599,000","1,530,000","2,554,350"
20190401,0050,元大台灣50,ETF,"11,053,405","3,749","886,568,240",80.00,80.40,79.60,79.85,+,0.7,79.80,24,79.85,233,0.00,"7,361,000","146,000","7,215,000",0,0,0,0,0,0,"-544,000","270,000","348,000","-78,000","1,546,000","2,012,000","-466,000","6,671,000"
20190402,0050,元大台灣50,ETF,"5,605,092","2,132","449,896,022",80.10,80.45,80.10,80.15,+,0.3,80.15,9,80.20,"1,539",0.00,"2,278,350","135,000","2,143,350",0,0,0,"1,000,000",0,"1,000,000","-750,000","195,000",0,"195,000","730,000","1,675,000","-945,000","2,393,350"
20190403,0050,元大台灣50,ETF,"6,867,174","3,017","550,702,889",80.40,80.45,79.95,80.15, ,0.0,80.10,11,80.15,251,0.00,"4,007,000","3,000","4,004,000",0,0,0,0,0,0,"-374,330","25,000","80,000","-55,000","831,000","1,150,330","-319,330","3,629,670"
20190408,0050,元大台灣50,ETF,"7,990,782","3,458","646,213,579",80.80,81.00,80.70,80.90,+,0.75,80.90,69,80.95,235,0.00,"4,578,000","395,000","4,183,000",0,0,0,0,0,0,"1,072,000",0,0,0,"1,392,000","320,000","1,072,000","5,255,000"
20190409,0050,元大台灣50,ETF,"15,272,047","6,181","1,239,718,747",80.95,81.40,80.85,81.40,+,0.5,81.40,70,81.45,"1,328",0.00,"9,964,000","24,000","9,940,000",0,0,0,0,0,0,"2,122,000","100,000","26,000","74,000","3,302,000","1,254,000","2,048,000","12,062,000"
20190410,0050,元大台灣50,ETF,"10,863,161","3,214","883,369,153",81.10,81.55,81.10,81.50,+,0.1,81.50,190,81.55,735,0.00,"8,657,000","400,000","8,257,000",0,0,0,0,0,0,"253,000",0,"237,000","-237,000","1,295,000","805,000","490,000","8,510,000"
20190411,0050,元大台灣50,ETF,"8,272,430","2,220","671,920,398",81.35,81.55,80.90,81.15,-,0.35,81.10,885,81.15,4,0.00,"4,758,000","1,535,000","3,223,000",0,0,0,"500,000",0,"500,000","-1,107,000",0,"115,000","-115,000","1,576,000","2,568,000","-992,000","2,616,000"
20190412,0050,元大台灣50,ETF,"7,498,409","1,806","608,347,094",81.15,81.30,81.00,81.10,-,0.05,81.10,267,81.15,43,0.00,"4,837,000","770,000","4,067,000",0,0,0,"860,000",0,"860,000","-40,000",0,"55,000","-55,000","802,000","787,000","15,000","4,887,000"
20190415,0050,元大台灣50,ETF,"7,681,554","4,160","628,500,222",81.65,82.00,81.55,81.85,+,0.75,81.85,12,81.90,144,0.00,"4,996,000","114,000","4,882,000",0,0,0,0,0,0,"-83,000","409,000",0,"409,000","888,000","1,380,000","-492,000","4,799,000"
20190416,0050,元大台灣50,ETF,"7,767,931","3,439","637,026,518",81.85,82.15,81.80,82.10,+,0.25,82.10,333,82.15,413,0.00,"4,388,000","1,200,000","3,188,000",0,0,0,"1,140,000",0,"1,140,000","-351,000","60,000","11,000","49,000","983,000","1,383,000","-400,000","3,977,000"
20190417,0050,元大台灣50,ETF,"23,104,837","5,342","1,911,820,959",82.30,82.90,82.30,82.75,+,0.65,82.75,"1,005",82.80,135,0.00,"16,262,000","2,095,000","14,167,000",0,0,0,0,0,0,"960,000",0,"539,000","-539,000","5,334,000","3,835,000","1,499,000","15,127,000"
20190418,0050,元大台灣50,ETF,"20,690,365","3,185","1,716,538,233",82.90,83.35,82.45,82.70,-,0.05,82.70,458,82.75,34,0.00,"11,522,000","211,000","11,311,000",0,0,0,0,"17,000","-17,000","4,446,000","20,000","20,000",0,"6,539,000","2,093,000","4,446,000","15,740,000"
20190419,0050,元大台灣50,ETF,"12,515,659","2,347","1,038,666,179",83.25,83.50,82.70,82.80,+,0.1,82.75,1,82.80,262,0.00,"9,042,000","12,000","9,030,000",0,0,0,0,"2,000","-2,000","-932,000","45,000","130,000","-85,000","2,342,000","3,189,000","-847,000","8,096,000"
20190422,0050,元大台灣50,ETF,"2,874,312","1,478","238,232,670",83.00,83.10,82.65,82.70,-,0.1,82.65,"1,298",82.70,2,0.00,"931,000","362,000","569,000",0,0,0,0,0,0,"-736,000","98,000","25,000","73,000","128,000","937,000","-809,000","-167,000"
20190423,0050,元大台灣50,ETF,"6,012,031","2,105","498,598,254",82.70,83.20,82.55,83.05,+,0.35,83.05,603,83.10,34,0.00,"4,999,000","753,000","4,246,000",0,0,0,0,0,0,"-1,484,000","108,000","223,000","-115,000","221,000","1,590,000","-1,369,000","2,762,000"
20190424,0050,元大台灣50,ETF,"3,108,556","1,665","258,856,445",83.40,83.55,82.90,83.20,+,0.15,83.15,"1,133",83.20,11,0.00,"1,315,000","424,000","891,000",0,0,0,0,0,0,"-762,004","72,000",0,"72,000","271,996","1,106,000","-834,004","128,996"
20190425,0050,元大台灣50,ETF,"3,529,039","1,588","293,890,589",83.10,83.45,83.00,83.40,+,0.2,83.40,561,83.45,"1,268",0.00,"2,156,100","897,000","1,259,100",0,0,0,0,0,0,"718,000",0,0,0,"983,000","265,000","718,000","1,977,100"
