日期,證券代號,證券名稱,產業別,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
20190426,0050,元大台灣50,ETF,"3,815,090","2,520","314,520,959",82.80,82.80,82.20,82.45,-,0.95,82.40,25,82.45,37,0.00,"950,000","780,180","169,820",0,0,0,0,0,0,"-1,385,000","18,000","75,000","-57,000","312,000","1,640,000","-1,328,000","-1,215,180"
20190429,0050,元大台灣50,ETF,"3,161,957","1,462","261,464,012",82.60,82.95,82.50,82.80,+,0.35,82.80,2,82.85,289,0.00,"1,956,000","750,000","1,206,000",0,0,0,0,0,0,"-145,000",0,"12,000","-12,000","366,000","499,000","-133,000","1,061,000"
20190430,0050,元大台灣50,ETF,"3,247,891","1,525","268,471,136",82.80,82.90,82.40,82.80, ,0.0,82.80,258,82.85,13,0.00,"1,571,000","1,073,000","498,000",0,0,0,0,0,0,"-465,000","1,000",0,"1,000","805,000","1,271,000","-466,000","33,000"
20190502,0050,元大台灣50,ETF,"6,155,563","2,206","511,743,438",82.95,83.45,82.90,83.00,+,0.2,82.95,94,83.00,"1,845",0.00,"3,537,012","1,290,000","2,247,012",0,0,0,0,"600,000","-600,000","-267,000",0,0,0,"668,000","935,000","-267,000","1,380,012"
20190503,0050,元大台灣50,ETF,"30,324,466","2,939","2,531,398,997",83.10,83.80,83.10,83.75,+,0.75,83.75,23,83.80,237,0.00,"23,161,000","1,149,000","22,012,000",0,0,0,0,0,0,"5,213,326","420,000",0,"420,000","5,748,326","955,000","4,793,326","27,225,326"
20190506,0050,元大台灣50,ETF,"7,463,612","3,956","614,195,906",82.60,82.60,82.05,82.30,-,1.45,82.25,957,82.30,"2,020",0.00,"1,139,999","1,336,000","-196,001",0,0,0,0,0,0,"-2,244,000","1,000","100,000","-99,000","970,000","3,115,000","-2,145,000","-2,440,001"
20190507,0050,元大台灣50,ETF,"14,011,442","3,021","1,163,500,108",82.65,83.30,82.65,83.15,+,0.85,83.10,55,83.15,"1,286",0.00,"4,511,000","593,000","3,918,000",0,0,0,0,0,0,"6,147,000","39,000",0,"39,000","7,008,000","900,000","6,108,000","10,065,000"
20190508,0050,元大台灣50,ETF,"13,573,142","2,189","1,120,446,358",82.40,82.85,82.25,82.55,-,0.6,82.50,390,82.55,145,0.00,"7,526,000","990,000","6,536,000",0,0,0,0,"31,000","-31,000","1,752,000",0,0,0,"3,026,000","1,274,000","1,752,000","8,257,000"
20190509,0050,元大台灣50,ETF,"6,923,673","4,032","565,348,226",82.15,82.20,81.25,81.55,-,1.0,81.50,36,81.55,492,0.00,"236,000","896,000","-660,000",0,0,0,0,0,0,"-2,731,000",0,"1,000","-1,000","756,000","3,486,000","-2,730,000","-3,391,000"
20190510,0050,元大台灣50,ETF,"11,794,135","4,632","961,017,047",81.55,82.15,80.90,81.50,-,0.05,81.45,43,81.50,179,0.00,"335,000","205,000","130,000",0,0,0,0,"700,000","-700,000","-2,853,000","384,000","171,000","213,000","3,037,000","6,103,000","-3,066,000","-3,423,000"
20190513,0050,元大台灣50,ETF,"18,678,106","9,159","1,503,424,339",81.10,81.10,80.10,80.15,-,1.35,80.15,149,80.20,76,0.00,"8,000","10,169,000","-10,161,000",0,0,0,0,0,0,"-4,615,000","130,000","412,000","-282,000","1,162,000","5,495,000","-4,333,000","-14,776,000"
20190514,0050,元大台灣50,ETF,"20,279,630","9,964","1,613,491,800",79.60,80.05,78.90,79.65,-,0.5,79.65,964,79.70,"1,043",0.00,"6,000","13,098,000","-13,092,000",0,0,0,0,"15,000","-15,000","-595,000","559,000","69,000","490,000","2,516,000","3,601,000","-1,085,000","-13,702,000"
20190515,0050,元大台灣50,ETF,"17,261,839","8,236","1,376,616,520",79.65,80.00,79.45,79.75,+,0.1,79.70,617,79.75,369,0.00,"1,197,011","14,378,000","-13,180,989",0,0,0,0,0,0,"811,000","10,000",0,"10,000","2,516,000","1,715,000","801,000","-12,369,989"
20190516,0050,元大台灣50,ETF,"17,099,974","7,751","1,355,088,953",79.50,79.60,79.00,79.05,-,0.7,79.00,"1,522",79.05,"1,591",0.00,"119,501","11,533,000","-11,413,499",0,0,0,0,0,0,"-1,832,000","730,000","1,000,000","-270,000","1,496,000","3,058,000","-1,562,000","-13,245,499"
20190517,0050,元大台灣50,ETF,"23,573,826","11,522","1,854,550,805",79.50,79.55,78.25,78.25,-,0.8,78.20,"1,219",78.25,355,0.00,"85,000","18,483,000","-18,398,000",0,0,0,0,0,0,"-1,365,000","210,000","40,000","170,000","1,533,000","3,068,000","-1,535,000","-19,763,000"
20190520,0050,元大台灣50,ETF,"14,304,763","6,896","1,121,570,149",78.50,78.80,78.15,78.20,-,0.05,78.15,328,78.20,507,0.00,"177,000","9,731,000","-9,554,000",0,0,0,0,0,0,"597,000","20,000","181,000","-161,000","2,711,000","1,953,000","758,000","-8,957,000"
20190521,0050,元大台灣50,ETF,"19,814,843","6,058","1,548,066,469",78.00,78.45,77.70,78.40,+,0.2,78.35,95,78.40,26,0.00,"5,853,000","15,518,000","-9,665,000",0,0,0,0,0,0,"1,341,000","103,000","10,000","93,000","3,960,000","2,712,000","1,248,000","-8,324,000"
20190522,0050,元大台灣50,ETF,"10,557,991","4,582","827,306,010",78.20,78.65,78.10,78.40, ,0.0,78.40,194,78.45,825,0.00,"57,000","7,167,000","-7,110,000",0,0,0,0,0,0,"-617,998","627,000","81,000","546,000","1,140,000","2,303,998","-1,163,998","-7,727,998"
20190523,0050,元大台灣50,ETF,"25,682,577","13,162","1,979,998,024",77.85,77.85,76.85,76.95,-,1.45,76.90,"1,486",76.95,"1,313",0.00,"1,873,000","17,524,000","-15,651,000",0,0,0,0,0,0,"-4,041,000","130,000","280,000","-150,000","1,465,000","5,356,000","-3,891,000","-19,692,000"
20190524,0050,元大台灣50,ETF,"6,029,424","3,250","465,499,944",77.05,77.50,77.00,77.35,+,0.4,77.30,52,77.35,677,0.00,"67,000","2,823,000","-2,756,000",0,0,0,0,0,0,"-930,000","51,000","50,000","1,000","268,000","1,199,000","-931,000","-3,686,000"
20190527,0050,元大台灣50,ETF,"11,541,072","5,535","890,073,086",77.50,77.50,76.85,77.15,-,0.2,77.10,79,77.15,387,0.00,"70,000","5,686,000","-5,616,000",0,0,0,0,0,0,"-2,789,000","530,000","2,137,000","-1,607,000","1,356,000","2,538,000","-1,182,000","-8,405,000"
20190528,0050,元大台灣50,ETF,"9,812,310","4,361","755,742,961",77.25,77.25,76.85,77.10,-,0.05,77.05,39,77.10,470,0.00,"1,100","5,777,000","-5,775,900",0,0,0,0,"1,400,000","-1,400,000","663,000","210,000","314,000","-104,000","1,370,000","603,000","767,000","-6,512,900"
20190529,0050,元大台灣50,ETF,"9,659,519","4,380","740,038,363",76.50,76.80,76.30,76.75,-,0.35,76.75,35,76.80,776,0.00,"161,100","4,703,000","-4,541,900",0,0,0,0,"800,000","-800,000","-1,312,000","30,000","200,000","-170,000","1,363,000","2,505,000","-1,142,000","-6,653,900"
20190530,0050,元大台灣50,ETF,"7,658,659","3,474","591,824,718",76.75,77.50,76.75,77.40,+,0.65,77.35,177,77.40,23,0.00,0,"2,457,000","-2,457,000",0,0,0,0,0,0,"-2,188,000","62,000",0,"62,000","728,000","2,978,000","-2,250,000","-4,645,000"
20190531,0050,元大台灣50,ETF,"7,566,310","3,611","590,619,995",77.35,78.45,77.30,78.45,+,1.05,78.40,42,78.45,604,0.00,"757,300","1,008,000","-250,700",0,0,0,0,0,0,"918,000","252,000","30,000","222,000","1,788,000","1,092,000","696,000","667,300"
20190603,0050,元大台灣50,ETF,"6,017,694","2,880","470,593,299",78.20,78.65,77.65,78.55,+,0.1,78.55,246,78.60,40,0.00,"993,011","998,000","-4,989",0,0,0,0,0,0,"700,000","203,000","255,000","-52,000","1,770,000","1,018,000","752,000","695,011"
20190604,0050,元大台灣50,ETF,"7,228,829","2,675","565,425,109",78.45,78.60,78.00,78.05,-,0.5,78.05,7,78.10,77,0.00,"1,717,087","3,750,000","-2,032,913",0,0,0,"500,000",0,"500,000","87,000","229,000","80,000","149,000","1,164,000","1,226,000","-62,000","-1,445,913"
20190605,0050,元大台灣50,ETF,"7,051,894","3,047","554,017,619",78.85,78.95,78.25,78.30,+,0.25,78.25,432,78.30,52,0.00,"481,011","2,631,000","-2,149,989",0,0,0,"1,200,000",0,"1,200,000","-516,000","30,000","172,000","-142,000","966,000","1,340,000","-374,000","-1,465,989"
20190606,0050,元大台灣50,ETF,"7,456,203","3,663","579,216,003",77.70,77.85,77.45,77.70,-,0.6,77.65,"1,180",77.70,202,0.00,"472,001","2,538,000","-2,065,999",0,0,0,0,0,0,"-558,000","341,000","166,000","175,000","1,468,000","2,201,000","-733,000","-2,623,999"
20190610,0050,元大台灣50,ETF,"7,666,763","3,677","604,180,835",78.65,79.05,78.35,79.05,+,1.35,79.00,"1,533",79.05,117,0.00,"26,000","90,000","-64,000",0,0,0,0,0,0,"4,339,000","251,000","65,000","186,000","4,547,000","394,000","4,153,000","4,275,000"
20190611,0050,元大台灣50,ETF,"10,623,986","5,118","844,354,556",79.20,79.80,79.05,79.40,+,0.35,79.40,18,79.45,11,0.00,"3,082,000","274,000","2,808,000",0,0,0,"1,059,000",0,"1,059,000","3,467,000","2,000","340,000","-338,000","4,043,000","238,000","3,805,000","7,334,000"
20190612,0050,元大台灣50,ETF,"9,258,296","4,028","736,850,634",79.40,79.80,79.25,79.70,+,0.3,79.65,200,79.70,338,0.00,"5,391,125","646,000","4,745,125",0,0,0,"1,440,000",0,"1,440,000","-76,000",0,"426,000","-426,000","1,035,000","685,000","350,000","6,109,125"
20190613,0050,元大台灣50,ETF,"5,914,941","2,874","468,466,446",79.40,79.55,78.95,79.05,-,0.65,79.00,260,79.05,113,0.00,"361,377","648,000","-286,623",0,0,0,"1,200,000",0,"1,200,000","-2,487,000","140,000",0,"140,000","406,000","3,033,000","-2,627,000","-1,573,623"
20190614,0050,元大台灣50,ETF,"3,164,087","1,824","249,813,323",79.00,79.15,78.80,78.90,-,0.15,78.85,185,78.90,43,0.00,"100,000","144,000","-44,000",0,0,0,"1,150,000",0,"1,150,000","-576,000","20,000","335,000","-315,000","511,000","772,000","-261,000","530,000"
20190617,0050,元大台灣50,ETF,"6,141,128","3,732","483,052,353",78.45,78.95,78.10,78.70,-,0.2,78.70,10,78.75,3,0.00,"4,011","57,500","-53,489",0,0,0,"744,000","600,000","144,000","1,835,000","49,000","320,000","-271,000","3,016,000","910,000","2,106,000","1,925,511"
20190618,0050,元大台灣50,ETF,"2,890,377","1,195","227,779,433",78.80,79.00,78.60,78.90,+,0.2,78.85,36,78.90,133,0.00,"4,001","128,000","-123,999",0,0,0,"50,000",0,"50,000","716,000",0,0,0,"1,157,000","441,000","716,000","642,001"
20190619,0050,元大台灣50,ETF,"21,832,509","8,538","1,754,258,999",80.00,80.80,79.95,80.75,+,1.85,80.75,356,80.80,416,0.00,"10,333,000","700,000","9,633,000",0,0,0,0,0,0,"4,549,000","112,000","170,000","-58,000","7,223,000","2,616,000","4,607,000","14,182,000"
20190620,0050,元大台灣50,ETF,"11,581,994","4,459","936,579,222",80.75,81.00,80.65,80.85,+,0.1,80.80,92,80.85,71,0.00,"4,305,100","452,000","3,853,100",0,0,0,0,0,0,"-440,000","225,000",0,"225,000","914,000","1,579,000","-665,000","3,413,100"
20190621,0050,元大台灣50,ETF,"15,343,532","8,013","1,243,301,534",81.10,81.20,80.80,80.85, ,0.0,80.85,"1,027",80.90,54,0.00,"12,196,000","470,000","11,726,000",0,0,0,0,0,0,"-2,619,000","128,000","123,000","5,000","827,000","3,451,000","-2,624,000","9,107,000"
20190624,0050,元大台灣50,ETF,"16,600,747","5,396","1,347,119,158",80.80,81.50,80.70,81.20,+,0.35,81.15,102,81.20,27,0.00,"14,406,000","551,000","13,855,000",0,0,0,0,0,0,"-3,458,000","3,000","333,000","-330,000","479,000","3,607,000","-3,128,000","10,397,000"
20190625,0050,元大台灣50,ETF,"7,941,128","2,804","643,677,923",81.15,81.40,80.60,80.75,-,0.45,80.75,110,80.80,185,0.00,"6,527,012","1,000","6,526,012",0,0,0,"25,000",0,"25,000","-2,131,000","35,000",0,"35,000","48,000","2,214,000","-2,166,000","4,420,012"
20190626,0050,元大台灣50,ETF,"5,913,352","2,313","475,566,304",80.60,80.60,80.25,80.35,-,0.4,80.35,17,80.40,990,0.00,"1,320,000","148,000","1,172,000",0,0,0,0,0,0,"-2,325,000","200,000","250,000","-50,000","274,000","2,549,000","-2,275,000","-1,153,000"
20190627,0050,元大台灣50,ETF,"15,351,329","4,177","1,248,736,184",80.55,81.60,80.55,81.50,+,1.15,81.45,1,81.50,353,0.00,"13,020,000","950,000","12,070,000",0,0,0,"20,000",0,"20,000","-1,543,000",0,"35,000","-35,000","1,231,000","2,739,000","-1,508,000","10,547,000"
20190628,0050,元大台灣50,ETF,"3,940,686","1,867","319,369,533",81.45,81.55,80.85,80.90,-,0.6,80.90,246,80.95,2,0.00,"1,242,000","449,000","793,000",0,0,0,0,0,0,"288,000","205,000",0,"205,000","455,000","372,000","83,000","1,081,000"
20190701,0050,元大台灣50,ETF,"13,771,395","5,806","1,137,417,652",82.05,82.80,82.05,82.65,+,1.75,82.65,125,82.70,408,0.00,"6,028,000","60,000","5,968,000",0,0,0,"45,000",0,"45,000","5,090,000","40,000","325,000","-285,000","5,525,000","150,000","5,375,000","11,103,000"
20190702,0050,元大台灣50,ETF,"5,209,290","2,310","429,828,229",82.65,82.70,82.40,82.45,-,0.2,82.45,840,82.50,333,0.00,"2,135,000","2,000","2,133,000",0,0,0,0,"850,000","-850,000","1,366,000","43,000","100,000","-57,000","1,436,000","13,000","1,423,000","2,649,000"
20190703,0050,元大台灣50,ETF,"8,615,424","2,877","703,409,269",82.35,82.35,81.35,81.50,-,0.95,81.45,67,81.50,231,0.00,"3,142,011","4,236,000","-1,093,989",0,0,0,0,"550,000","-550,000","821,000","455,000","63,000","392,000","798,000","369,000","429,000","-822,989"
20190704,0050,元大台灣50,ETF,"5,777,556","1,447","473,795,392",81.80,82.20,81.80,82.00,+,0.5,82.00,372,82.05,24,0.00,"4,520,126","1,408,000","3,112,126",0,0,0,0,0,0,"194,000",0,"100,000","-100,000","421,000","127,000","294,000","3,306,126"
20190705,0050,元大台灣50,ETF,"1,612,933","1,054","132,235,865",82.10,82.35,81.80,81.90,-,0.1,81.90,647,81.95,89,0.00,"55,011",0,"55,011",0,0,0,0,0,0,"265,000","9,000","9,000",0,"562,000","297,000","265,000","320,011"
20190708,0050,元大台灣50,ETF,"3,859,058","1,508","315,505,734",81.80,82.00,81.40,81.60,-,0.3,81.60,264,81.65,20,0.00,"1,742,001","1,364,000","378,001",0,0,0,"25,000",0,"25,000","-704,000","60,000",0,"60,000","440,000","1,204,000","-764,000","-300,999"
20190709,0050,元大台灣50,ETF,"4,083,155","1,528","333,023,156",81.75,81.75,81.40,81.50,-,0.1,81.50,15,81.55,139,0.00,"3,111,000","621,000","2,490,000",0,0,0,"30,000",0,"30,000","-357,000",0,"50,000","-50,000","29,000","336,000","-307,000","2,163,000"
20190710,0050,元大台灣50,ETF,"4,427,730","1,918","363,405,703",81.95,82.25,81.85,82.20,+,0.7,82.15,489,82.20,69,0.00,"454,364","501,000","-46,636",0,0,0,0,0,0,"3,040,000","26,000","30,000","-4,000","3,109,000","65,000","3,044,000","2,993,364"
20190711,0050,元大台灣50,ETF,"10,379,773","4,412","860,205,468",82.65,83.05,82.50,82.85,+,0.65,82.85,78,82.90,14,0.00,"3,400,000","56,000","3,344,000",0,0,0,0,"1,280,000","-1,280,000","5,172,000","324,000","150,000","174,000","5,164,000","166,000","4,998,000","7,236,000"
20190712,0050,元大台灣50,ETF,"2,972,505","1,440","246,251,327",82.85,83.00,82.70,82.75,-,0.1,82.75,55,82.80,8,0.00,"643,061","1,000","642,061",0,0,0,0,"335,000","-335,000","129,000","330,000","20,000","310,000","153,000","334,000","-181,000","436,061"
20190715,0050,元大台灣50,ETF,"9,336,043","3,389","775,528,066",82.85,83.35,82.25,83.20,+,0.45,83.20,172,83.25,146,0.00,"6,973,010","844,000","6,129,010",0,0,0,0,"211,000","-211,000","550,000","14,000","50,000","-36,000","836,000","250,000","586,000","6,468,010"
20190716,0050,元大台灣50,ETF,"5,503,245","2,645","458,848,605",83.20,83.45,83.15,83.35,+,0.15,83.35,"1,377",83.40,93,0.00,"2,510,216","250,000","2,260,216",0,0,0,0,"75,000","-75,000","1,328,000","330,000","14,000","316,000","1,327,000","315,000","1,012,000","3,513,216"
20190717,0050,元大台灣50,ETF,"10,598,530","4,107","879,178,624",83.25,83.25,82.80,82.80,-,0.55,82.80,165,82.85,11,0.00,"6,590,000","1,809,000","4,781,000",0,0,0,0,"170,000","-170,000","-2,022,000","590,000","200,000","390,000","1,119,000","3,531,000","-2,412,000","2,589,000"
20190718,0050,元大台灣50,ETF,"7,541,026","1,759","624,408,018",82.60,82.95,82.60,82.70,-,0.1,82.70,"1,176",82.75,187,0.00,"3,044,000","280,000","2,764,000",0,0,0,0,"88,000","-88,000","1,308,907",0,"140,000","-140,000","2,013,000","564,093","1,448,907","3,984,907"
20190719,0050,元大台灣50,ETF,"9,780,922","3,437","814,129,776",83.00,83.45,83.00,83.00,X,0.0,83.00,323,83.05,30,0.00,"8,179,000","155,000","8,024,000",0,0,0,0,"170,000","-170,000","-1,287,000",0,"160,000","-160,000","529,000","1,656,000","-1,127,000","6,567,000"
20190722,0050,元大台灣50,ETF,"8,368,544","3,434","698,062,737",83.10,83.50,83.10,83.40,+,0.4,83.40,"1,203",83.45,68,0.00,"6,454,500","4,000","6,450,500",0,0,0,0,0,0,"-631,000",0,"110,000","-110,000","579,000","1,100,000","-521,000","5,819,500"
20190723,0050,元大台灣50,ETF,"5,899,116","2,505","493,687,372",83.60,83.90,83.50,83.60,+,0.2,83.60,196,83.65,28,0.00,"3,236,000","111,000","3,125,000",0,0,0,0,"35,000","-35,000","771,000",0,"235,000","-235,000","1,381,000","375,000","1,006,000","3,861,000"
20190724,0050,元大台灣50,ETF,"3,364,336","1,397","281,628,164",83.75,83.90,83.55,83.55,-,0.05,83.55,"1,067",83.60,31,0.00,"1,868,000","7,000","1,861,000",0,0,0,0,"75,000","-75,000","457,000",0,0,0,"828,000","371,000","457,000","2,243,000"
20190725,0050,元大台灣50,ETF,"4,931,659","1,798","412,670,155",83.55,83.80,83.40,83.80,+,0.25,83.75,"1,130",83.80,182,0.00,"3,374,011","48,000","3,326,011",0,0,0,0,0,0,"-130,000",0,0,0,"1,077,000","1,207,000","-130,000","3,196,011"
20190726,0050,元大台灣50,ETF,"3,129,687","1,837","260,812,774",83.40,83.40,83.20,83.25,-,0.55,83.25,71,83.30,1,0.00,"230,000",0,"230,000",0,0,0,0,"90,000","-90,000","-857,000","50,000","379,000","-329,000","267,000","795,000","-528,000","-717,000"
20190729,0050,元大台灣50,ETF,"3,042,246","1,346","253,325,799",83.10,83.45,83.05,83.45,+,0.2,83.40,300,83.45,342,0.00,"379,000","8,000","371,000",0,0,0,0,"80,000","-80,000","-795,000",0,0,0,"526,000","1,321,000","-795,000","-504,000"
20190730,0050,元大台灣50,ETF,"2,083,374","1,207","173,777,513",83.60,83.70,83.20,83.20,-,0.25,83.20,12,83.25,85,0.00,"276,000","38,000","238,000",0,0,0,"110,000",0,"110,000","-69,000",0,0,0,"293,000","362,000","-69,000","279,000"
20190731,0050,元大台灣50,ETF,"3,119,262","1,492","258,060,696",83.15,83.15,82.45,82.80,-,0.4,82.80,384,82.85,18,0.00,"522,000","275,000","247,000",0,0,0,0,"20,000","-20,000","-123,000","10,000","540,000","-530,000","768,000","361,000","407,000","104,000"
20190801,0050,元大台灣50,ETF,"5,042,943","2,632","414,858,242",82.20,82.55,82.10,82.30,-,0.5,82.25,50,82.30,724,0.00,"293,000","620,100","-327,100",0,0,0,"61,000","66,000","-5,000","-801,000",0,"540,000","-540,000","981,000","1,242,000","-261,000","-1,133,100"
20190802,0050,元大台灣50,ETF,"16,846,402","6,921","1,362,560,110",81.05,81.20,80.60,80.95,-,1.35,80.90,107,80.95,614,0.00,"88,000","6,540,000","-6,452,000",0,0,0,"92,000",0,"92,000","-4,401,000","150,000",0,"150,000","2,222,000","6,773,000","-4,551,000","-10,761,000"
20190805,0050,元大台灣50,ETF,"20,659,506","9,417","1,657,565,764",80.70,80.85,79.90,80.15,-,0.8,80.10,122,80.15,643,0.00,"81,022","13,513,000","-13,431,978",0,0,0,0,0,0,"-2,265,000",0,"14,000","-14,000","2,359,000","4,610,000","-2,251,000","-15,696,978"
20190806,0050,元大台灣50,ETF,"24,901,846","10,838","1,968,227,195",78.65,80.45,78.50,80.10,-,0.05,80.05,119,80.10,106,0.00,"300,002","13,463,000","-13,162,998",0,0,0,"25,000",0,"25,000","-1,495,000","520,000","200,000","320,000","4,475,000","6,290,000","-1,815,000","-14,632,998"
20190807,0050,元大台灣50,ETF,"16,856,004","7,603","1,345,630,493",80.15,80.20,79.55,79.70,-,0.4,79.70,284,79.75,9,0.00,"988,000","11,469,000","-10,481,000",0,0,0,"67,000",0,"67,000","-814,000","50,000","182,000","-132,000","2,191,000","2,873,000","-682,000","-11,228,000"
20190808,0050,元大台灣50,ETF,"5,036,121","2,802","405,560,691",80.05,80.80,80.00,80.65,+,0.95,80.60,25,80.65,242,0.00,"301,000","221,000","80,000",0,0,0,"75,000",0,"75,000","398,000",0,"370,000","-370,000","1,323,000","555,000","768,000","553,000"
20190812,0050,元大台灣50,ETF,"3,168,030","2,171","255,436,705",80.65,80.85,80.15,80.60,-,0.05,80.55,67,80.60,369,0.00,"7,370","948,100","-940,730",0,0,0,"46,000",0,"46,000","-210,000",0,0,0,"391,000","601,000","-210,000","-1,104,730"
20190813,0050,元大台灣50,ETF,"7,431,519","4,255","593,128,279",80.15,80.15,79.55,79.70,-,0.9,79.70,225,79.75,"1,646",0.00,"4,100","3,120,000","-3,115,900",0,0,0,"125,000",0,"125,000","-2,749,000",0,"41,000","-41,000","596,000","3,304,000","-2,708,000","-5,739,900"
20190814,0050,元大台灣50,ETF,"7,382,138","3,019","595,173,755",80.70,80.80,80.30,80.30,+,0.6,80.25,14,80.30,165,0.00,"1,329,000","2,766,000","-1,437,000",0,0,0,"50,000",0,"50,000","-983,000","97,000","40,000","57,000","534,000","1,574,000","-1,040,000","-2,370,000"
20190815,0050,元大台灣50,ETF,"15,972,089","6,769","1,267,223,096",79.20,79.60,79.10,79.40,-,0.9,79.40,16,79.45,294,0.00,"401,211","10,459,000","-10,057,789",0,0,0,"25,000","20,000","5,000","-2,399,000","80,000","82,000","-2,000","762,000","3,159,000","-2,397,000","-12,451,789"
20190816,0050,元大台灣50,ETF,"6,158,748","3,689","492,012,872",79.45,80.35,79.25,80.35,+,0.95,80.30,9,80.35,662,0.00,"1,578,001","68,000","1,510,001",0,0,0,0,0,0,"-1,329,000",0,"15,000","-15,000","1,132,000","2,446,000","-1,314,000","181,001"
20190819,0050,元大台灣50,ETF,"6,475,352","3,347","522,065,179",80.75,80.90,80.30,80.80,+,0.45,80.75,10,80.80,34,0.00,"2,573,000","189,000","2,384,000",0,0,0,0,0,0,"-260,000","8,000",0,"8,000","510,000","778,000","-268,000","2,124,000"
